AddressID,CustomerID,ReceiverName,Phone,Address,PaymentMethod
75,39,賴承翰,04-87902028,12490 永康市五福街5段47號2樓,Line Pay
76,40,曾素貞,0902-715334,31351 台北中央街92號之7,Line Pay
77,40,陳秀英,04 9774850,279 蘆洲民生巷2號之4,Apple Pay
78,40,林冠宇,0949479201,55095 頭份華興巷11號0樓,Apple Pay
79,41,黃麗美,02-91846034,207 台南市淡水街80號之1,Apple Pay
80,41,林榮華,06-64486106,55027 頭份信義街3段330號6樓,Cash on Delivery
81,42,黃靜怡,050 50144566,94429 楊梅忠義路68號之2,Cash on Delivery
82,42,周文雄,04-93075935,941 蘆洲信義街329號8樓,Credit Card
83,43,吳素琴,09 9349899,42545 台南土城路924號之1,Credit Card
84,43,林雅婷,(03) 71375074,29726 彰化市劍南巷309號之0,Credit Card
85,43,鄭宇翔,0993121974,215 北港民治路717號之4,Credit Card
86,44,陳秀枝,0929578226,70569 北斗新興路353號之7,Line Pay
87,44,劉宇恩,07-3993508,231 朴子市三民街9號之9,Apple Pay
88,44,曾志豪,0938-962074,339 板橋土城巷1號之4,Cash on Delivery
89,45,王淑芬,06-4645564,39952 梅山縣平和路2段7號3樓,Credit Card
90,45,簡淑貞,06 9076264,47929 新竹迴龍巷3號之1,Line Pay
91,45,許淑惠,0920-357563,910 中壢市光復路3段38號之1,Line Pay
92,46,劉承恩,02-42677903,30457 高雄民生街36號之7,Cash on Delivery
93,46,楊睿恩,06-3646479,31606 三重縣劍南路928號之0,Apple Pay
94,46,梁美玉,0934839561,756 太平市西門巷2號0樓,Credit Card
95,47,王淑惠,01 9530911,73355 牡丹士林巷7段421號9樓,Credit Card
96,47,俞承翰,0921809386,280 南投動物園路824號之9,Credit Card
97,48,黃承恩,0988-250425,58227 花蓮和平街8號5樓,Credit Card
98,49,陳美珍,020 32738319,302 斗六福德巷58號之4,Apple Pay
99,50,邱子晴,05-17086509,647 基隆縣關渡街16號5樓,Line Pay
100,50,褚秀珠,008 48502265,83549 豐原光華巷98號之9,Line Pay
