CustomerID,Email,Password,Name,Phone
63,gchou@example.org,Z_D!GO+m(1,詹秀鳳,070 21438480
64,chun-chiehlin@example.com,%gLdH4Evm4,李秀英,09-7995105
65,vchen@example.org,*U6XsSPnHK,陳麗卿,07-46188224
66,linchih-wei@example.org,!C&_4Ub(sC,朱秀琴,044 19243737
67,cheng-han23@example.org,*7IxHur+7N,賴淑華,06-2605808
68,yyu@example.net,b)4ITZbl(L,凃永昌,016 49272491
69,chenmei-yu@example.org,&7Np6wVK4V,林玉珍,04-8906918
70,wchen@example.net,^FKcJx*c63,郭冠宇,0929605398
71,tsenghsiu-chih@example.net,+e!FVgZtk9,林麗娟,0937-579853
72,tuanmei-chu@example.net,5vc25BeD^@,張聰明,06-12132206
73,chien-cheng71@example.com,@Y57SHJa*7,秦宗霖,0912066945
74,mei-ling54@example.com,y0^20ACmcB,吳秀英,016 46030811
75,li-ching59@example.org,N1+FwWbr)a,劉世昌,0943075829
76,chuanghsiu-yu@example.org,R3s3X1ub%$,鄭志忠,05-3830226
77,linhsiu-chih@example.org,(8WUb7y84#,鄭勝雄,03 6706537
78,npeng@example.com,02QgvIb_!1,李建志,00 2059048
79,hsiu-chenkuo@example.com,3_9jRSuwoB,蔡素珠,(05) 82628159
80,ya-tingchen@example.net,)*3EHlRQTk,劉玉鳳,07 5617660
81,chenmei-hua@example.org,_!5^V1Pw8T,李承翰,03-7477985
82,i-feilin@example.com,L*QutrSpY7,黃秀鳳,01-52980690
83,ya-wen79@example.net,@$ZGM$zgv0,賴金鳳,01-72621814
84,hsiu-hua97@example.org,((68AxQvYs,郭秀玲,0959885601
85,su-chinyu@example.net,K(I3yk@Y&5,陳麗雲,08-1280799
86,liaochin-lung@example.net,^Si02P_q%J,毛冠廷,(01) 95712232
87,olin@example.net,d4BW0Qwp!&,張淑華,06 6399815
88,mchen@example.org,^tO#pdMw26,林淑娟,06-18449968
89,li-chen54@example.com,h_NeqqVf&0,廖秀枝,08-52353670
90,chuyu-chin@example.net,7W3Pd3Su%Q,黃雅婷,08-60382896
91,li-chintsai@example.com,Xle7XPwz%3,龔秀玲,05-2285871
92,su-chulin@example.org,+P20RnNm56,張禹彤,(02) 62028046
93,chih-chiang95@example.net,)QtUhYCfK1,林柏翰,084 68598695
94,gchen@example.org,CC4JZngkI!,賴建銘,03-79013532
95,yu-lan14@example.net,7VSlCbjB&9,陳淑貞,0971-697209
96,chenhsiu-yu@example.net,*T+dxeTm!5,廖建興,03-1618493
97,cheng-en49@example.com,w9EVGuW$+j,陳俊廷,(05) 84955373
98,shu-chuanliang@example.org,(T+EB1$el8,張美雲,0910935602
99,skuo@example.org,sLY6ZThA+2,劉文彬,0913-548310
100,pi-hsia69@example.org,(04YUNuP4A,陳家宏,(02) 19126395
101,jui-enchen@example.org,AAG3QsCH!8,徐淑娟,088 95703683
102,echien@example.com,V%7E9dpp)j,何國雄,0973-933757
103,mei-yuchao@example.net,*16_gtOw#2,張淑惠,096 87577204
104,shengkuan-yu@example.org,$ygMvyumK2,蕭芸菲,083 73703081
105,shu-chen46@example.org,&)73hQ_b_H,廖寶珠,094 88833317
106,hhsieh@example.net,$OBhZag&9E,陳淑惠,0971-968525
107,hsiu-chenkuo@example.net,gq87SwnXV*,楊志成,0907069209
108,ya-tingkao@example.org,vY3T@rSV#n,潘明德,0913-081051
109,chenmei-hua@example.com,U$&4THm2*L,吳建成,03-85209575
110,chien-hung86@example.com,i^b22GBSRo,黃雅萍,0947-885945
111,kuopao-chu@example.net,@GlTymAm1u,吳淑娟,(08) 48367350
112,jlin@example.com,Ib**1fDwCS,黃承恩,00-69822140
113,tzu-ching79@example.org,4F5ZCKvL5^,李文忠,0905856171
114,chia-hao34@example.com,gI@YhWNd(4,康素貞,02 3731011
115,chenshu-ching@example.net,H52^GT2r+Z,張淑美,07-91939658
116,i-chenchen@example.com,M1s3EuKS)x,張世昌,(03) 59362816
117,ya-wen10@example.net,sG@2FHBx_9,詹志誠,0964972280
118,tsaimei-hua@example.org,eHbO1unt_3,鄭文正,028 97442419
119,chun-yuhu@example.org,65VgI%@&_4,鄭慧玲,030 52597832
120,linchun-hao@example.net,G%WM58Qxq&,張建良,0960-289256
121,chun-chiehhou@example.org,$DQP)g5zt4,陳柏宏,0952956475
122,linpai-jui@example.org,*KuFmTz727,林建宏,044 72697629
123,wengli-hsiang@example.net,p1QVyVgB+h,姜志明,0980430557
124,wenghsiu-feng@example.org,5$DrudUw_X,沈秀琴,07-11462490
125,linchih-hsiung@example.com,J5#Q7WWsV$,葉俊廷,04 9877106
126,shih-chang09@example.net,&LsQ&IZqA4,李麗玉,06 3304668
127,stsai@example.com,@EJhKbPr$7,張雅婷,08 5955204
128,yehwen-hsiung@example.net,Aq0gXDcQ^*,林淑芬,017 24836960
129,wchen@example.com,&0AF_pjsE#,陳美玉,012 22914258
130,chun-mei64@example.net,j@0&H(xMMx,黃淑芳,06-37534876
131,mei-chu86@example.com,^w2gPcd)f1,吳淑惠,0909-164712
132,sweng@example.com,(1QK6edCs&,沈慧玲,01 9517837
133,qlin@example.com,e#F6Yzuv@),曾俊銘,01 6521788
134,chenyu-ting@example.org,3*1VPGqt9R,温俊賢,0937737162
135,hui-lingtsai@example.com,6M3z(nWj^7,黃麗珠,0968-488642
136,pai-hungkuo@example.net,$^&4MvuZ*g,呂秀蘭,0999-520066
137,cteng@example.net,0pUB!pWn*5,郭明哲,02-2705127
138,panchien-hsing@example.net,*83UsPbt#8,黃明德,09-54254821
139,linyu-ying@example.com,kLBWX@(d&8,趙俊豪,0991-219961
140,chih-chungkao@example.org,f24E&kclB),陳心怡,0903-637605
141,chun-chiehhsiao@example.com,*a8WQ7Abm$,黃博文,08-5363080
142,chun-chieh99@example.com,YI59NZzZ^+,陳家宏,09-33569184
143,liaochia-hao@example.net,+p&Y6Qn*a@,蘇承翰,06-91396651
144,hchuang@example.com,85Qs*vgI^X,陳俊宏,00-7308724
145,linshu-fen@example.com,%v6pTy(i#5,石玉蘭,05-5025460
146,kuan-hungchen@example.net,*1BD_gwUFJ,鄭詩涵,0937-676942
147,tlin@example.com,+2Xs+zwhF),呂秀玲,05 7141576
148,chih-chiangpeng@example.org,G3GH_Axn!D,莊俊賢,(05) 22942825
149,nchen@example.net,qW@0P_zU!7,田凱翔,01-7466846
150,hsiu-ling66@example.net,1hd43aSi%E,曾俊男,0961366302
151,hsiu-chuchou@example.net,#fF$kcf*91,邱鈺婷,0968-827097
152,mei-hui93@example.net,ppv_I6UgK2,張文祥,05-6423029
153,ehsieh@example.net,JPZ6pT4O_7,林志明,0918-501993
154,chih-hsientseng@example.org,E+Qj9)W2%3,吳秀英,01 7537474
155,bou@example.com,BfT3OI)p&),張麗娟,07-68070473
156,chih-chiang47@example.org,M!YU1VbAev,蘇志成,0949-424300
157,utsai@example.org,+6z%JWMe@7,劉建良,01 4209061
158,shu-fen33@example.org,a$Pk1Yl53(,張俊宏,(03) 52737004
159,mei-lingchen@example.net,v7gAI7E#+@,黃文雄,06 1359344
160,lchao@example.org,YE!c6LjpmQ,顏俊明,04 6855143
161,jhou@example.net,)NCphHWG*8,呂淑美,030 47199879
162,vliao@example.org,xp8NJm&j$H,陳麗香,0958406333
163,zhsueh@example.org,m0CDXP43&7,楊麗美,01 5244254
164,ahung@example.com,_9IMMx6HZ%,林雅婷,05 5952727
165,xtsai@example.net,JNP+tAGe$4,張俊宏,02-5017900
166,li-lingchou@example.org,Sw9TZyKox!,曾淑珍,01-5136945
167,vlin@example.org,v1vLxuCG+%,洪秀美,04-9048506
168,hsiu-ying39@example.com,6hrcZMCi_0,賴素貞,08-60521420
169,shaomei-yu@example.org,(&&7tPj(RJ,陳玉蘭,049 61316809
170,kuan-linlin@example.org,O0O_(Li6#(,李秀蘭,043 31714676
171,chien-chihchen@example.net,g3j8Pofl^O,林秀鳳,0938-540748
172,chin-lienchen@example.net,k8zUADjr*u,王俊雄,0933077952
173,ya-ting33@example.org,rau0)bWg!I,陳志銘,003 50754178
174,chenpai-hung@example.com,*_6e9_Z8Mz,白正義,06 1272255
175,tsaishu-ling@example.net,@7q6CYHvzM,黃宗翰,063 32651093
176,ya-ling88@example.net,$+K6Outc+J,楊志成,0986-729385
177,chenwan-ting@example.net,%ONHEtcxi5,潘秀華,0948069820
178,elin@example.net,V*7BRQHOFv,唐義雄,0998421195
179,chia-jungchao@example.com,59lV9Hvp$R,彭明輝,0991772912
180,hlin@example.org,n#9N00vNs3,吳麗雲,05-4936462
181,cheng-han34@example.org,Dr8pRcItT!,何俊賢,08 7706361
182,i-chunchiu@example.org,h+0ZsabOqX,郭美惠,(09) 40752827
183,taimei-yu@example.org,zS8DdI2rI_,陳志雄,0982-477339
184,yehli-ling@example.com,T1VZKJ&%&n,林俊銘,0909384303
185,houwen-hsiung@example.net,#uCM8iC!U3,葉雅婷,(00) 50144029
186,mei-chuhsieh@example.com,I&jz7Vzuc2,陳威廷,08-52345890
187,lini-chun@example.org,!8)+XEs)Nl,李宇軒,09-8450062
188,hsuchih-hung@example.net,1w71FVrx$6,胡淑娟,05-9779099
189,taicheng-en@example.net,_(7JRN2tU6,林玉蘭,0913352735
190,chiu-yuehtseng@example.com,_3P2^#xlSp,盧月娥,0980100370
191,linshu-hui@example.com,mz^UVIR0%3,徐惠玲,08-66842116
192,yueh-yinglin@example.com,Ij*5zEaa@l,朱怡君,06 7109167
193,hsumei-feng@example.net,ubqM6Uhk)y,胡柏翰,0983279053
194,hsiu-yun83@example.com,45NkY7fN^S,徐宗霖,05-1881077
195,linmei-yu@example.com,wk9*CCjF*v,蔡淑敏,044 67073589
196,chenkuo-jung@example.com,4cSVPuG%#n,林郁婷,07-42491936
197,hsiu-meichen@example.com,_6^7Xg_O&I,吳惠玲,01-31683674
198,tsengli-chu@example.org,^cC9#F)te*,林佳蓉,0971-105839
199,linshu-mei@example.net,(n#s3GibFW,李淑娟,04-5196384
200,ming-hui12@example.com,)YVb#dFh19,劉玉蘭,0987-390493
201,che-weilin@example.org,*FTiEmdy36,陳美英,03-2905138
202,chenjen-chieh@example.org,aUD99GMrm),王美華,0961091965
203,chenhsiu-lien@example.net,DZHahe1y(3,王哲維,07-97706551
204,hsiu-yingkuo@example.org,@U@7gHThTk,許冠宏,0923996807
205,linshu-ling@example.com,#CQQ_3Sf0_,劉慧玲,06 3229633
206,pai-juichen@example.net,BRj5#LHdT!,符信宏,0931-332462
207,wpeng@example.org,E@4nIbp4!B,陳碧雲,0969196482
208,otsai@example.net,70UYpg)Y!q,李志成,02-47232029
209,yen-tingchen@example.org,*3gmPh^R@7,洪志銘,036 17831757
210,chin-hsing22@example.com,N!6SZ_@oC),林承翰,08-27216565
211,mei-lingsung@example.org,T44AzXv^$k,李俊雄,0937-273477
212,chih-wen54@example.com,V6OFsNoh_d,李麗雲,0904-866466
213,cheng-hsiung93@example.org,%kWVZS7dB1,廖俊男,01 4641199
214,fkuo@example.org,&R72CnFf(g,李子宸,077 78621062
215,mei-yinglin@example.org,*0%pb3RbHx,游麗琴,05-87638117
216,shu-minlin@example.org,U3lUonYe%),藍淑惠,05 7585869
217,shu-chingtseng@example.com,D8TKqXsa)P,黃美珍,0980109016
218,chia-hung68@example.net,J@s1(Cljbv,范秀英,07-71020269
219,linli-ching@example.org,U*3ge8Oc#1,黃美惠,026 59217209
220,sheng-hsiunghsieh@example.net,C#uL4Pfx3u,葉志文,0955-369724
221,linchien-ming@example.org,f7(*R*8x_o,林麗珠,0978-808039
222,tsaimei-chen@example.com,F)(6OAWkE$,江淑芬,062 74575314
223,hsiu-ying43@example.com,K7Csdca$*Y,沈榮華,0972-723342
224,shu-lingjuan@example.net,x@s5HiFbuH,林武雄,04 9255002
225,yueh-o63@example.org,*6RVR!h8qc,應文忠,0920969928
226,ichen@example.com,%QPV&Zb^j1,呂美英,0953971776
227,hsiu-meilin@example.net,3!8#3HiMR6,黃文傑,0956959187
228,yu-ling43@example.org,p16$L!z1c@,陳文章,03-3839354
229,chien-hungtseng@example.net,u%YTrz2x&5,吳志成,09-13333343
230,hsin-i41@example.org,%6Sv3%msbr,周博文,00-4273149
231,po-wen04@example.net,5%_1iaMfG%,邱素琴,038 98734754
232,yehchiu-yueh@example.com,Sof4CL#lq^,范宇軒,(07) 46084158
233,chengkuo-jung@example.org,*gikC&Y$A6,康淑惠,006 43166474
234,chenhsiu-yu@example.net,O5Z4hyLG$A,李雅雯,07-4590311
235,kkuo@example.net,@2FCQi_kA5,徐進發,058 55304812
236,chenhsiu-ling@example.org,%U!A24TdyO,洪俊豪,02-2954946
237,chien-hung91@example.org,Z4q9Oblm_i,郭睿恩,091 11368005
238,hsiu-chinting@example.org,kC%9yGLie&,李柏霖,(09) 41489809
239,linya-wen@example.org,Y9GGrEnh%Q,歐淑芬,(05) 37127494
240,linsheng-hsiung@example.org,7woDtkaX^X,謝建良,09 1959904
241,chih-wei61@example.com,13&tT2Kp%k,盧文章,0989646720
242,chien-chung83@example.com,_2AnC!nb4t,李月娥,07 4569419
243,chenyu-chin@example.com,)buH6#MxGl,蔡文忠,027 44677589
244,ming-chulin@example.net,+zXCEp)Ws9,林秀蘭,(06) 22491463
245,chih-haowang@example.org,^OvZXktY*2,陳素蘭,01-75236240
246,bhuang@example.com,^3UFL3Tskd,吳進興,046 35905024
247,hsiehwen-lung@example.org,rr7Kk4C%(l,張淑芳,0924-707874
248,pancheng-hsiung@example.net,9(Kez6%i+U,周明德,063 61774755
249,shu-chentsai@example.com,%3$Xd9p+zE,張淑貞,04-7284171
250,mtsao@example.net,e%3)1C4seD,呂志明,09 3591436
251,jhsu@example.org,&1GRC)wMzK,張文華,06-8874189
252,liaopi-yun@example.org,)3&qGyhj5!,黃國雄,0994-456026
253,kuan-hunghsu@example.net,$QOFVrrk5#,鍾美雲,025 12728358
254,cheng-hungchao@example.org,3H$1cIiu5a,鍾冠廷,0969-276937
255,ya-tingchen@example.com,!C0OEvNjF1,吳永昌,08-1184829
256,kuo-jungchen@example.org,(NgIUoNwP2,林淑貞,00-2483680
257,kliao@example.net,4z^6yhTr#n,陳玉英,0935003122
258,mei-hualin@example.net,*0W)5l7xmG,謝淑敏,0905872398
259,chun-hao83@example.net,^9ME8F1zrz,張文正,02 3475221
260,shu-fenhung@example.org,3nYzgVhB_7,陳春美,0963-065445
261,pai-yuchen@example.net,gdHDV6fs&9,陳麗珠,0918117839
262,chun-mei30@example.com,H!VY3BXs6n,陳文正,03 5824205
263,linchin-feng@example.com,%4JS1KVp4(,黃淑珍,(09) 84105666
264,glin@example.org,$1dDZjkqgB,楊玉梅,0985591312
265,li-linglin@example.org,(LeN&j&UQ3,陳志鴻,026 83325113
266,shu-min52@example.com,Bk3INd#mQ^,李明德,075 48430784
267,tzu-hsiang31@example.org,3Y6*ErKD)@,洪宜蓁,02 5696898
268,hungpai-yen@example.org,!11YKIYkXp,楊建成,08-13939413
269,cheng-en27@example.org,h!e6I6Js*N,黃美惠,0989744293
270,chin-lien13@example.org,q^^3Bt&jo9,祝宥廷,04-80789077
271,oliao@example.org,2mZZNpTh+b,吳碧雲,0936860675
272,chun-chiehlin@example.net,)0LNt&VG7T,何月娥,0972068239
273,chia-hao81@example.org,o)+PR0P7pv,蔡美麗,(06) 33215830
274,chenhsiu-lan@example.org,o+5T0(Dabi,程柏宇,0909102672
275,yu-yingchuang@example.com,)s4XGsmvn#,李素蘭,07 9465434
276,yu-feng55@example.net,y0aLNhHi_L,涂柏宇,04-3197364
277,tengli-mei@example.com,)w(K)Yzo95,林柏霖,0940-796291
278,mei-ying45@example.org,1Tz$Wy5o%a,許志豪,00-4650963
279,li-yu95@example.com,C2IaXh5I^&,洪淑惠,0996736926
280,nlin@example.org,B%A^0Ca+I5,劉嘉宏,(05) 27657297
281,xchou@example.org,1&G7$e5v^^,陳進財,(02) 47522450
282,shu-fen02@example.net,WT+9JvvGk),葉怡萱,070 47397992
283,yueh-o90@example.net,J_9GV4XsaM,陳冠霖,0997-565582
284,linshih-ming@example.org,60H$)0Uuci,陳國雄,00-7221525
285,wen-hsiunghuang@example.org,y5&H8Mg4jn,陳明宗,0907-258511
286,li-chuanlin@example.com,14CP8wr^#Z,褚秀霞,0912915590
287,tsaili-hsueh@example.net,Qv*381Lj&3,吳明宗,0948392922
288,cma@example.net,IL+T7Wkk7S,張宇翔,(08) 21280950
289,mei-chu01@example.net,V8UK2jWc&H,黃冠宇,05-6544107
290,pi-hsia95@example.org,Rrx4AAisV(,吳淑芳,01-7785740
291,wen-chang74@example.net,ZWA@R3@g!!,張家瑋,03 1681655
292,mei-yun14@example.com,3oHQo3jc$e,吳明哲,0932-448857
293,chiu-hsianghung@example.org,7a9FTJv@*B,廖麗雪,03-29910657
294,tsung-minglin@example.net,0LZ)osA7&5,徐進財,(06) 83774530
295,chaokuan-yu@example.org,*00@Yo7lL_,曾國華,036 32024800
296,i-tingtien@example.org,X(8ciBp)Mm,王家豪,01 1282074
297,wen-lung03@example.com,@3Mx9h2XI5,張秀枝,064 55572112
298,phsiao@example.org,KxW6b3Iz+*,陳玉蘭,0902-122184
299,hsiehhsiu-mei@example.org,^zVH&MKgA7,蔡麗香,005 98319648
300,cheng-hsiunglin@example.org,9(5IFFqx&+,陳寶珠,(03) 81976198
301,hungi-chen@example.org,$32P4OobtW,張麗華,06-1379916
302,tsaishu-chen@example.org,duSzBe&J!2,古素蘭,029 51170823
303,mei-feng27@example.net,)&LcJgu(#3,林淑芬,03-5750195
304,vlin@example.com,I1(N6bYzd%,楊建宏,0958-636633
305,hui-chen09@example.com,*70FlF91)r,陳文忠,03-4166558
306,mlin@example.org,!%4TLfIZxI,莊志強,09 4077941
307,dkuo@example.net,iwNI0!E)r),廖冠宏,061 19201042
308,jen-chieh91@example.com,B*vK3AvuEt,鐘美珠,01 8731477
309,shu-hualin@example.org,AJV0T3hs^#,賴佳穎,094 11722643
310,panli-chin@example.org,#7lIOdCqG8,高秀鳳,01-58995460
311,chih-hao21@example.org,0h4!dHyy^8,簡政宏,05 8380090
312,chun-haokuo@example.org,%%G3nCThn),周進財,09-6718880
313,ya-ling63@example.net,j8)7@BziTk,劉子晴,(02) 69850954
314,li-chen23@example.org,kgy3sgBcY$,蕭美惠,0981960323
315,mei-lingchen@example.org,*4XJrRx^(p,吳俊宏,0955504203
316,schen@example.com,@2zlgYMyts,范承恩,084 21699795
317,linmei-hui@example.org,qp1#(P6mp+,康淑娟,04 4260301
318,chin-lung29@example.net,+2Hr&%7k6D,陳麗玲,(03) 22163091
319,nchuang@example.org,_zQbrg^_10,黃威廷,0926-942743
320,qtsai@example.org,!6CcNv48@k,呂麗香,09-72767898
321,hsin-ihsieh@example.org,jK_d5NbpS+,洪俊傑,0952-626708
322,yu-mei54@example.org,)a1DOg9stb,王品妍,0918-256381
323,achen@example.net,6OkMYf^C_g,卓宇軒,03-9062195
324,jchen@example.org,GFM^6WmKhA,陳雅雯,03-79217369
325,ppeng@example.org,$6tCa7&3*w,林文龍,0965-362347
326,iling@example.com,RU!Q2oJiti,羅建成,0982804206
327,kai-hsiangchou@example.net,xNsh62Fj$$,吳宇翔,0980-227635
328,cheng-en92@example.org,*HedJ4Dc17,鄭哲瑋,(06) 54105977
329,yu-tingsu@example.com,P(T21Xl#&R,陳嘉宏,0966-753034
330,pliao@example.org,9e6A&cXE#z,張宇翔,0958-123611
331,llin@example.com,Ed19*RQIE%,朱麗玉,05-7655590
332,kuowen-hsiang@example.org,!r3)$gQhH4,潘柏翰,09-4495803
333,hsiu-fengtseng@example.org,z5*8TJ#l!W,陳俊宏,04-2536147
334,hsiu-lan30@example.net,#0R0DxB_)t,張淑芬,045 19727423
335,chuangya-ting@example.org,)vmM^DpF*1,陳家銘,02 3892154
336,chun-hao90@example.org,0&47GgVee3,陳建宏,(06) 43902960
337,kaoshu-fen@example.net,+p98Rijpm*,林志偉,03 6913368
338,pi-yunchen@example.org,o4+wKCCo##,袁志忠,02 6297213
339,wchen@example.net,#s&q8GbbT1,高建志,(04) 33345278
340,dchen@example.net,S%6HCce_#b,劉秀英,00 6706880
341,stsai@example.com,+o+1TDYj!@,吳麗玉,03 7179493
342,chih-weiteng@example.org,(YNRQ*iq@9,賴俊賢,081 48459458
343,kuan-yu91@example.org,H$K0Vs@1@@,林淑貞,0975-765035
344,pao-chu21@example.net,4Y3+THth&$,黃美鳳,017 98396238
345,fchung@example.com,(*6Xg6Lx9+,黃怡君,04 3850070
346,pai-linkuo@example.org,$2sAcKqw^!,劉怡君,01-4529509
347,yen-ting80@example.com,0$5Zh&JOsB,陳文章,028 37464497
348,chenmei-chuan@example.com,xVgs(7Eg+3,沈麗華,05-45379025
349,mei-chu71@example.net,b+Z%_1Xl4v,陳彥廷,(02) 50453024
350,mei-huihsu@example.org,RaZ77IV_!%,林承翰,0979339976
351,hsiu-ling43@example.com,(*%0k5ZnZt,吳金鳳,0959-067217
352,tienshu-chuan@example.com,_6uYvaHxRB,許玉玲,08 3337581
353,chun-tinglin@example.com,(dBIfIeM1A,陳俊銘,(06) 62343993
354,pai-yu86@example.net,(VSXmc0^_7,莊宗霖,01-2864702
355,sungchun-hsien@example.com,r4O#xom%@c,游宜蓁,01-49931789
356,shu-chen26@example.net,38JIV9Ck_0,洪志誠,09-40044644
357,vchen@example.net,1P(6FtShRh,王志明,0963-501547
358,linyu-chen@example.net,(9oRC%ugjl,張冠宇,002 87000368
359,tsaichiu-yueh@example.net,WD8EUU7f#8,陳美雲,0991-999346
360,jchen@example.org,yr)G9Af^Y(,李進財,044 25818831
361,hsiu-yun46@example.org,e5EJCf6C(e,魏雅慧,00-32866057
362,chenshu-min@example.org,_eq9T%u)qN,郭淑華,0908439564
363,hsushu-chen@example.net,@8o6g1QcB3,林宗翰,(07) 92123453
364,li-chuhung@example.net,X)f*7MdomR,潘秀玉,0901376843
365,mei-lingtsao@example.net,7@##)6Gl#N,蔡思妤,098 91946432
366,yu-chen21@example.org,!2QzJCm$ZX,江哲維,0913213126
367,chenwen-hsiung@example.com,*k5UFz(v#Z,廖志賢,08-62706914
368,wchen@example.com,C!fA*1BrcB,羅建興,08-55739533
369,mei-lan27@example.net,^+Yv9GnO6*,殷美娟,06-7381631
370,tzu-enlin@example.org,3)4E6hejC%,胡靜宜,(09) 68876827
371,ya-ting27@example.org,%fG4QaMM1!,鄭玉美,0969292401
372,cheng-hsiunglin@example.net,BO8WIBc1y+,馬金蓮,04-69357085
373,ming-che02@example.com,7YW+)Udl%w,蕭志明,02-13526900
374,olin@example.net,*eCMVWr@S5,張麗玉,01 8394092
375,shu-meilin@example.org,!r9Hi$hTky,彭正雄,(01) 23648883
376,jkao@example.org,_5d*TkKb@8,莊美麗,(05) 64520891
377,schen@example.net,2vPiT5mc(9,李淑芬,00 3737540
378,uliang@example.org,xQx5YWtx#m,林靜怡,(02) 52744884
379,panshu-mei@example.com,@21gHIRevD,林威廷,02 4312492
380,kuochia-hao@example.com,s$T7^hu&wI,莊凱翔,08 2643884
381,chih-hsien30@example.net,0E6W0zIW^g,洪世明,00-6550543
382,tsaili-ching@example.org,4)x67qNd3U,蘇麗玉,004 53197555
383,fyeh@example.org,n4&MNmZu*c,陳威廷,0967968566
384,mtsou@example.net,F@1YZS0zIa,何雅玲,04-2644986
