AddressID,CustomerID,ReceiverName,Phone,Address,PaymentMethod
113,92,黃秀琴,0904322432,50977 古坑市府中街8號之1,Cash on Delivery
114,92,劉淑珍,(07) 69565705,68997 新竹縣中央巷1段3號4樓,Line Pay
115,93,許雅婷,01 5009491,712 阿里山中華巷9段90號之0,Line Pay
116,94,林宜蓁,09-7135839,91813 梅山縣劍南路630號3樓,Cash on Delivery
117,94,林麗珍,043 97668553,10925 頭份大智路1段89號2樓,Credit Card
118,95,黃淑貞,040 81046367,97595 嘉義大安路49號9樓,Cash on Delivery
119,96,李秀玲,(08) 53398395,769 屏東新生街8號6樓,Apple Pay
120,97,周志宏,03-69624917,67683 草屯天母巷222號8樓,Apple Pay
121,98,黃淑娟,0998-863305,532 竹田永寧街77號3樓,Apple Pay
122,99,王怡婷,02-34268395,32547 雲林天母路4號之6,Apple Pay
123,100,余美玲,09-5086540,560 八德自由街600號1樓,Cash on Delivery
124,101,黃柏宏,01-4736726,836 太平學府路5號之8,Credit Card
125,102,蔡淑華,0976-722377,765 台北大仁路6號之2,Cash on Delivery
126,103,陳欣怡,032 36280123,38923 三重雙連街68號之1,Apple Pay
127,104,郭建成,0981-729650,452 宜蘭光明路391號之6,Cash on Delivery
128,105,曹麗香,0966-670181,781 白沙市華興路799號之6,Credit Card
129,106,謝武雄,05 7227922,284 光復西門街8號之9,Line Pay
130,107,陳宥蓁,05-1217137,14112 梅山縣中華巷4段327號之0,Line Pay
131,107,朱禹彤,0986452357,337 中壢民富巷4號之4,Apple Pay
132,108,林信宏,08 4570251,28997 新營縣文化路67號5樓,Line Pay
133,109,徐麗雲,02 2252894,319 蘆竹中央街81號之3,Cash on Delivery
134,110,林建良,04-99834339,28714 臺中中興巷20號8樓,Apple Pay
135,110,郭冠霖,013 98802090,993 臺中正義巷2號8樓,Credit Card
136,111,許麗香,06-43020582,42916 永康動物園巷3段782號之3,Line Pay
137,112,張美玉,036 50035645,74726 連江劍潭路2段4號之6,Credit Card
138,113,陳秀琴,(04) 19091647,88707 南投新生路524號7樓,Line Pay
139,114,楊建興,030 26084576,325 桃園民享街7段30號0樓,Credit Card
140,115,李子宸,(09) 15984056,75179 太平市淡水路1號5樓,Line Pay
141,116,賴淑華,08-9256729,85634 金門奇岩街46號0樓,Apple Pay
142,117,曾明哲,051 39084810,402 基隆市國凱八德街1號3樓,Line Pay
143,118,黃志鴻,(03) 98166760,802 關山市石牌街40號之1,Cash on Delivery
144,119,陳美惠,(01) 48699155,66411 新營縣和平巷7段47號之1,Credit Card
145,119,張冠宇,0974030164,17036 屏東新店路56號6樓,Apple Pay
146,120,李淑芳,0965-476524,597 汐止福安路918號之6,Line Pay
147,121,唐俊良,0976107591,59275 馬公縣大同路173號3樓,Line Pay
148,122,吳建興,07-24638965,56274 台東文昌路861號3樓,Credit Card
149,123,吳麗美,08-7474470,837 八德西門路4段563號之4,Cash on Delivery
150,123,陳麗玉,06-9393142,82784 宜蘭民生街63號3樓,Apple Pay
151,124,張宇翔,09-91617429,97819 豐原五福街9段845號2樓,Line Pay
152,125,蔡秀玉,(07) 13412671,585 橫山民族街6號9樓,Cash on Delivery
153,126,陳美麗,07-69257985,906 牡丹永寧路1號之4,Credit Card
154,127,陳秀鳳,0934814731,61687 員林市東湖路48號之3,Line Pay
155,128,官政宏,03 8856760,73120 南投市博愛街542號9樓,Line Pay
156,129,黃柏宇,0902-990448,222 北斗大智街1號0樓,Line Pay
157,130,陳宥廷,083 43639303,71701 嘉義市新生路526號3樓,Apple Pay
158,131,李淑惠,0902-593282,992 梅山太平街962號7樓,Apple Pay
159,132,黃宸睿,00-1483661,731 馬公市華興街1號1樓,Line Pay
160,133,涂美娟,09 4670002,81643 竹田淡水街9號3樓,Cash on Delivery
161,133,張志成,03-61906282,586 古坑縣文昌巷7號3樓,Apple Pay
162,134,華淑芬,015 66763801,986 雲林福安街306號之3,Apple Pay
163,135,張明輝,0957-686847,78837 古坑國凱八德街4號5樓,Cash on Delivery
164,136,劉明輝,007 66864526,22497 北港西門巷984號3樓,Line Pay
165,136,周淑芬,(08) 32391364,33899 新竹市光華巷610號5樓,Credit Card
166,137,張美玉,08-9423899,816 牡丹仁愛街29號之7,Credit Card
167,138,蔡秀蘭,(09) 72973215,91717 太平市景美街862號7樓,Line Pay
168,139,高玉珍,0962229936,11406 基隆市正義路15號之7,Line Pay
169,140,魏俊宏,056 30201197,476 橫山芝山巷6號6樓,Line Pay
170,141,羅世明,01-9342412,70985 樹林和街街3號2樓,Cash on Delivery
171,141,蔡淑芬,0958-303011,371 鳳山新北投路8號之1,Cash on Delivery
172,142,楊志成,02-96685155,20497 臺東迴龍路98號之3,Line Pay
173,143,謝惠珍,077 97472663,247 豐原中央路86號之8,Credit Card
174,144,吳永昌,00-23372751,316 斗六大橋頭路9號8樓,Cash on Delivery
175,145,吳明宏,027 69493702,394 臺東縣明德街7段43號之5,Cash on Delivery
176,145,簡秀英,06-1305133,648 橫山市信義巷4號3樓,Credit Card
177,146,洪怡萱,08 7193722,78174 白沙市民權路4號之7,Credit Card
178,147,陳素貞,0956543193,445 朴子市動物園路2號之1,Credit Card
179,148,王文章,0927811509,696 八德永寧街7段106號3樓,Credit Card
180,148,施秀珍,0936394961,802 苗栗縣長春街369號之2,Credit Card
181,149,馮美慧,(07) 24413333,202 澎湖關渡路1號7樓,Credit Card
182,150,李承翰,00 8264388,27383 三重市萬隆路2段1號0樓,Line Pay
183,151,許子翔,(09) 17427647,293 北竿大同街15號之9,Credit Card
184,152,陳政宏,(07) 24006586,58016 臺東芝山街548號2樓,Cash on Delivery
185,153,陳家瑋,07 3839028,876 梅山市長安巷9號5樓,Cash on Delivery
186,154,王俊傑,01 7024317,90141 太保士林街961號2樓,Credit Card
187,155,葉冠宇,0921-267860,672 永和縣平和巷6號之3,Line Pay
188,156,陳哲瑋,08 3885042,23345 苗栗市雙連街69號2樓,Cash on Delivery
189,157,吳凱翔,00-4800973,39907 汐止市和街巷3號之3,Credit Card
190,158,陳麗玉,079 41769185,10277 台北縣中山街8段233號之2,Line Pay
191,159,莊金龍,059 72364551,66823 台北中山路5號之7,Credit Card
192,160,陳志豪,08 8220872,24892 南投縣平和街930號6樓,Credit Card
193,161,傅明輝,0906-050356,592 高雄縣景美巷9號之5,Cash on Delivery
194,162,簡文傑,067 43396576,859 澎湖士林路6號7樓,Line Pay
195,163,劉秀琴,020 29577389,499 汐止縣新店街7段759號8樓,Credit Card
196,164,李俊雄,05-9657997,45880 頭份新店巷3段641號之0,Credit Card
197,165,黃淑貞,08-2560389,737 頭份縣光華巷6段174號0樓,Credit Card
198,166,陳冠廷,09 4640061,829 阿里山市廣慈路1段774號4樓,Credit Card
199,166,劉淑敏,0916210016,15639 三重東湖街828號5樓,Line Pay
200,167,羅秀琴,09 5646728,84826 苗栗中華街7號0樓,Credit Card
201,168,蔡麗香,0939-031145,333 永康國凱八德巷4號9樓,Line Pay
202,169,宋家瑋,0956-952165,91672 蘆洲縣福德街2段9號6樓,Apple Pay
203,170,陳麗珍,0970-276859,28304 中壢信義巷9號7樓,Line Pay
204,171,俞怡君,00-8233508,40569 連江蘆洲街71號0樓,Apple Pay
205,172,陳文雄,068 74847549,88162 太平市文昌街441號3樓,Line Pay
206,173,畢淑娟,0901-984800,616 中壢縣自由路1號之1,Line Pay
207,174,黃淑芬,05-9390454,76166 太平縣華興巷431號7樓,Credit Card
208,174,賴秀梅,0919-715883,12030 台北縣福德街745號6樓,Credit Card
209,175,蔡承翰,0923-520344,96226 金門縣長春路7號之8,Apple Pay
210,176,陳秀珠,(06) 73629775,95752 金門學府路994號之6,Credit Card
211,177,黃俊傑,0955-287393,21535 員林縣博愛街844號1樓,Cash on Delivery
212,178,陳正義,0939-235078,940 汐止縣正義街816號8樓,Line Pay
213,179,劉玉鳳,02-35872316,33323 汐止縣新興路9段52號8樓,Credit Card
214,180,趙俊宏,(08) 21869075,81782 關山縣育英街740號之5,Apple Pay
215,181,黃春美,07-99474246,21606 太保縣府中路3號3樓,Credit Card
216,181,柯淑玲,0950-094613,410 橫山劍潭路840號之8,Apple Pay
217,182,黃美蘭,05 1898157,775 永和大橋頭路7段1號4樓,Line Pay
218,183,廖美雲,05-92968740,725 永康縣中華街32號3樓,Cash on Delivery
219,184,林秀美,01-1059607,150 竹北縣成功巷688號之6,Apple Pay
220,185,陳家銘,0994405593,57989 員林縣興巷759號之1,Credit Card
221,186,黃志偉,0967512704,36196 橫山縣奇岩巷33號之4,Apple Pay
222,187,劉雅玲,0989072047,51633 桃園西門巷25號2樓,Apple Pay
223,188,葉正義,0992380030,88212 高雄市正義路9段101號0樓,Cash on Delivery
224,189,饒秀華,020 67915361,725 豐原市和平巷831號7樓,Cash on Delivery
225,190,鍾麗珠,0932041380,10839 新竹太平街181號3樓,Credit Card
226,191,蘇家宏,0932414949,673 竹北市動物園街6段2號8樓,Apple Pay
227,192,胡子豪,(03) 52953315,72321 白沙縣自由巷2號4樓,Credit Card
228,193,陳俊雄,082 68348264,518 古坑福德路90號之2,Apple Pay
229,194,莊秀霞,(09) 79225596,37191 光復四維巷3段20號0樓,Credit Card
230,195,徐素貞,0942854739,928 臺中莒光巷5號2樓,Apple Pay
231,195,謝美麗,(04) 36783036,94132 馬公大安街8號之5,Apple Pay
232,196,方俊豪,08-63285358,70878 卑南莒光巷986號2樓,Apple Pay
233,197,吳金龍,(02) 31359960,435 梅山縣永安街83號5樓,Line Pay
234,198,鄭美珠,(02) 74272264,513 蘆洲萬隆巷23號之6,Cash on Delivery
235,198,賴俊傑,0967-698458,58700 蘆洲縣忠孝巷9段230號之0,Credit Card
236,199,梁素貞,03-4423700,618 關山市廣慈街5段25號之5,Credit Card
237,200,梁心怡,068 25912986,327 新營新埔巷2段754號8樓,Apple Pay
238,201,鄭進財,09 5656793,835 中壢市水源巷203號5樓,Cash on Delivery
239,201,李建志,05-32816788,580 臺東民權巷758號之5,Credit Card
240,202,林金龍,07 2687917,355 員林縣小碧潭街6號1樓,Apple Pay
241,203,黃正雄,01 3294320,795 竹田大仁街8號2樓,Line Pay
242,204,楊世昌,(08) 35780454,97852 彰化育英街5段460號2樓,Cash on Delivery
243,205,莊文彬,07-95142122,42528 中壢縣新生街1號之4,Credit Card
244,206,林秀珍,01 3261981,95743 高雄市自立街5段778號4樓,Credit Card
245,207,陳秀琴,0995-604000,436 古坑福安巷521號之3,Cash on Delivery
246,207,陳品妤,03-2377777,636 桃園中山街860號1樓,Line Pay
247,208,王國雄,01 8621527,600 蘆竹縣小碧潭巷8段550號6樓,Cash on Delivery
248,209,洪素貞,01 3377127,437 北斗中興路610號之1,Line Pay
249,210,施宗翰,03-80345675,141 朴子市大橋頭路12號之1,Apple Pay
250,210,蘇雅慧,07 6503656,726 光復縣松山街119號3樓,Apple Pay
251,211,張明哲,00-6554420,878 褒忠市動物園路3號之4,Line Pay
252,211,林文雄,01-16990366,18827 新竹縣育英路5號5樓,Line Pay
253,212,吳美珍,01 1268454,77281 澎湖文昌路1段30號之4,Line Pay
254,213,林素琴,01 8892259,27938 北港景美巷2號8樓,Apple Pay
255,213,葉品妍,07-14765761,382 平鎮中山路90號1樓,Apple Pay
256,214,崔秀英,083 70955424,56828 豐原市成功街5段785號之8,Cash on Delivery
257,215,曾慧玲,06-33909884,79473 橫山東興路5段803號6樓,Cash on Delivery
258,215,陳玉英,003 14277177,482 光復民生街184號3樓,Line Pay
259,216,柯秀珠,0938-182332,74317 北竿中山巷1號6樓,Line Pay
260,217,潘宇翔,047 54975244,503 嘉義縣民富路259號2樓,Line Pay
261,218,顏淑慧,0941091616,54532 八德縣水源街6號之7,Cash on Delivery
262,219,江雅玲,00 5652880,30506 台中博愛巷8段3號3樓,Apple Pay
263,220,范秋香,03-87366325,298 雲林縣大勇巷7號之7,Credit Card
264,221,蘇美玲,(01) 44914219,789 蘆竹雙連巷2段7號8樓,Apple Pay
265,222,吳美玲,0967820592,942 新營信義街42號8樓,Line Pay
266,222,謝金鳳,07 7166766,90567 草屯縣三民路593號9樓,Apple Pay
267,223,郭子翔,06-8401205,548 卑南市新生巷59號之9,Cash on Delivery
268,224,陳淑芬,00-38823991,257 新營西門巷2段9號2樓,Cash on Delivery
269,224,陳文正,09-9312339,82031 鳳山縣大坪街164號之8,Credit Card
270,225,蔡淑惠,0976-783250,115 鳳山市光華巷42號之3,Apple Pay
271,226,潘建良,0942167026,850 台南市正義巷104號4樓,Credit Card
272,227,彭文傑,06 9877685,735 梅山永寧街3段4號之5,Line Pay
273,228,魏正義,0967921411,341 台南永和街7號0樓,Credit Card
274,228,蔡明輝,00-22467440,25568 花蓮水源路3號之1,Apple Pay
275,229,陳威廷,024 96027272,872 北港府中路6號之0,Apple Pay
276,230,翁志偉,08-25123209,48523 臺東縣華興路1號6樓,Credit Card
277,231,陳雅玲,0982-195148,51325 彰化市文昌路267號之4,Credit Card
278,232,黃月娥,0990-589228,84078 桃園南街5段696號9樓,Cash on Delivery
279,233,游志文,0900648709,37703 北竿市西門街2段945號之1,Apple Pay
280,234,黃惠珍,027 97808526,710 古坑劍南路5號之6,Apple Pay
281,235,廖冠宇,055 58710760,307 三重水源巷168號之1,Credit Card
282,236,鄭義雄,07-2043017,49298 斗六市長安路759號7樓,Cash on Delivery
283,237,李俊銘,096 11769702,61016 彰化頂福州巷37號6樓,Credit Card
284,238,詹美玉,0996-281742,28885 牡丹民享街52號1樓,Line Pay
285,239,李淑娟,0936489096,30764 台東縣新北投街47號之2,Cash on Delivery
286,240,江淑芬,0993455627,66753 中壢莒光巷133號之6,Cash on Delivery
287,241,黃文雄,03 8951639,51057 苗栗市勝利巷2號6樓,Cash on Delivery
288,242,楊仁傑,0918-681386,59274 頭份關渡巷9號8樓,Line Pay
289,243,高美玉,0911-641469,32018 北斗縣新莊路8段881號之0,Cash on Delivery
290,244,陳俊豪,04-24187499,30220 蘆竹縣成功街127號之8,Line Pay
291,245,曾俊賢,0999-391861,76307 臺東市公園巷7號之3,Credit Card
292,246,潘俊宏,07 3818033,10918 基隆縣關渡街93號1樓,Line Pay
293,247,張志誠,01-24808707,27691 蘆洲市忠孝路64號6樓,Cash on Delivery
294,248,楊麗玲,05-22103796,24639 桃園自強路219號之7,Line Pay
295,249,鍾碧雲,0948-004318,178 平鎮縣中山街68號之8,Line Pay
296,250,蕭美雲,03 4226060,914 基隆縣民族巷1號6樓,Apple Pay
297,251,王志遠,(07) 61660267,24083 新營縣光華巷2段4號之8,Cash on Delivery
298,252,吳慧玲,(09) 58591142,101 高雄縣景美街8號1樓,Cash on Delivery
299,253,許羽彤,0967504784,50719 阿里山縣太平巷3段219號之3,Line Pay
300,254,鄭麗華,0923-271939,993 朴子福德路41號3樓,Cash on Delivery
301,255,李宥蓁,04-72563624,68127 梅山縣民治路2段9號之1,Line Pay
302,256,洪美鳳,(08) 49370982,96631 褒忠縣新生路3段1號之7,Cash on Delivery
303,257,毛建興,08-8001058,287 永和市新生路563號之7,Credit Card
304,258,吳明哲,0982-860560,36907 關山中和巷8號之6,Credit Card
305,259,蔡美玲,09-24306381,389 斗六市林森街8段8號之3,Line Pay
306,260,吳麗美,01-94957654,190 平鎮和街街3段44號之2,Credit Card
307,261,范姜子睿,(08) 35727322,23023 苗栗華興路227號之7,Cash on Delivery
308,261,劉怡君,05-93434989,425 牡丹光復路98號4樓,Line Pay
309,262,蔡淑芬,08-37770607,599 馬公市永寧巷358號之7,Apple Pay
310,263,陳秀玲,0913-885968,72429 八德大坪街6段84號3樓,Credit Card
311,264,尤永昌,0926-965825,396 八德縣劍南巷7段244號2樓,Cash on Delivery
312,264,劉建宏,09 2353619,535 樹林市廣慈路5號之9,Credit Card
313,265,張秀玉,0923-106721,86785 板橋市蘆洲巷2號9樓,Credit Card
314,265,廖雅玲,037 75970893,408 板橋縣關渡街8號之5,Cash on Delivery
315,266,李俊宏,03-65547335,975 連江市芝山街3號6樓,Credit Card
316,266,彭麗美,(07) 62836278,992 豐原市文山街5號之5,Credit Card
317,267,楊柏宇,0974-647092,327 褒忠太平街1號1樓,Apple Pay
318,268,李家宏,0989730467,961 八德新生街6段169號之7,Apple Pay
319,268,戴月英,00 6461611,89535 金門縣民有路2段6號3樓,Apple Pay
320,269,吳月英,(06) 19673220,616 北港縣忠孝街401號之0,Line Pay
321,270,傅素蘭,0916354480,713 頭份市廣慈街498號8樓,Line Pay
322,271,姜美慧,0992-014173,40385 竹田市福安巷7號之7,Cash on Delivery
323,272,許進發,09 6282633,79243 臺東縣石牌路345號5樓,Cash on Delivery
324,273,秦哲瑋,0966231656,272 卑南大智巷996號之1,Line Pay
325,274,闕聰明,06-60518899,75336 台南縣仁愛巷4號9樓,Cash on Delivery
326,275,黃雅慧,0999-869409,880 北斗縣學府路38號之9,Line Pay
327,276,莊彥廷,09-4361597,487 光復文昌街5號2樓,Line Pay
328,277,黃秀英,01 1084720,49592 台北奇岩街4段90號之7,Line Pay
329,278,魏家宏,011 27883926,68762 新營市明德路982號之0,Cash on Delivery
330,279,陳月英,0987-044164,662 光復縣中山街2段403號之7,Line Pay
331,279,周文正,0916332809,59899 員林縣興巷5號6樓,Apple Pay
332,280,盧麗娟,0953456734,427 八德永寧巷505號之9,Line Pay
333,280,高文雄,0934926960,985 太保興路97號之0,Credit Card
334,281,何宜蓁,00-3839399,38150 竹田市福安路361號之1,Apple Pay
335,282,劉寶珠,09-1894966,383 三重頂福州街8號1樓,Apple Pay
336,282,劉柏諺,032 27541386,587 新北縣關渡街59號5樓,Cash on Delivery
337,283,吳玉琴,0927-686280,366 竹田市公園路7號8樓,Line Pay
338,283,林柏宇,09 2387944,880 台南動物園路7段38號7樓,Cash on Delivery
339,284,曾秀雲,0982586767,24500 高雄中山路964號5樓,Cash on Delivery
340,285,簡詠晴,05 7081113,978 北竿新埔街192號5樓,Credit Card
341,286,鄭美玲,0964-610732,612 花蓮大智街383號4樓,Cash on Delivery
342,286,鄭秀蘭,08 7504930,789 基隆南街6號之5,Credit Card
343,287,陳秀鳳,01 1912764,62165 竹北市廣慈路831號1樓,Line Pay
344,288,陳明珠,0939-315660,55790 梅山大同巷3段439號之7,Credit Card
345,289,賴美蘭,0956324688,23061 台南勝利巷7段901號9樓,Line Pay
346,290,蔡宗翰,03 9207507,69717 草屯石牌路5號0樓,Cash on Delivery
347,291,陳心怡,027 15348775,502 苗栗縣育英路4號之9,Credit Card
348,292,陳文華,073 51792288,576 桃園市新埔巷5段31號之3,Apple Pay
349,292,楊怡君,(04) 64085523,166 臺東東湖街83號之4,Line Pay
350,293,陳柏霖,05-48525952,78907 蘆竹復興巷4號2樓,Apple Pay
351,294,吳文雄,0979-166998,76946 古坑市大勇巷8號之5,Line Pay
352,295,林志成,05-2129727,23787 台南新北投路9段350號之2,Line Pay
353,296,方博文,057 58018715,567 關山大勇路7段53號之2,Apple Pay
