AddressID,CustomerID,ReceiverName,Phone,Address,PaymentMethod
165,135,温志宏,03-54520952,50094 朴子市新店路60號5樓,Line Pay
166,136,郭文雄,07-52297556,964 永康平和街3號之5,Credit Card
167,137,劉志明,0943868863,804 中壢市大勇街8段946號之7,Cash on Delivery
168,138,陳義雄,05-1407730,290 台南縣士林路8號之8,Apple Pay
169,139,劉宇軒,(09) 87559061,150 花蓮市民富巷5段16號之0,Credit Card
170,140,楊世昌,(06) 43650285,149 橫山縣雙連巷76號3樓,Cash on Delivery
171,141,張秀蘭,05-2912735,874 鳳山三民街85號之5,Cash on Delivery
172,142,張俊男,(03) 74716672,818 南投縣自立巷92號之2,Cash on Delivery
173,143,林柏宇,02 6654573,81015 台南市忠義路1號之6,Apple Pay
174,143,戴碧霞,07-77624110,47036 褒忠市動物園巷5號6樓,Line Pay
175,144,黃雅惠,075 10882611,77450 雲林延平街239號之2,Credit Card
176,144,詹秋月,0969-576245,363 雲林奇岩巷32號6樓,Credit Card
177,145,張淑惠,0909328560,82974 台南永安街6號之9,Cash on Delivery
178,146,周宸睿,03-87614714,23742 梅山縣古亭街613號8樓,Line Pay
179,147,楊麗雲,01-76653375,76376 桃園仁愛街9號6樓,Cash on Delivery
180,148,林芯語,02 6287617,87071 關山興街4段52號6樓,Credit Card
181,149,黃美慧,02 7542387,89672 臺東水源路615號3樓,Cash on Delivery
182,149,林麗美,01-4598795,322 澎湖自強巷2號8樓,Apple Pay
183,150,黃國雄,028 29269369,16359 三重縣莒光街6段711號0樓,Apple Pay
184,151,王宜蓁,0911767110,16126 汐止縣育英街8號2樓,Apple Pay
185,152,古承翰,(08) 14062260,80882 台北縣忠孝街5號之9,Credit Card
186,153,林怡婷,0958-763402,17705 楊梅市文山巷183號2樓,Credit Card
187,154,陳雅婷,0925-884020,58175 北港縣成功路964號3樓,Credit Card
188,155,何麗雲,0928345276,91037 新竹民有街36號3樓,Cash on Delivery
189,156,陳建興,030 74043113,114 北竿縣民治路867號之8,Apple Pay
190,157,何美蘭,07 4409308,88821 苗栗市新生巷7段175號0樓,Cash on Delivery
191,158,蔡秀琴,01-45275557,41265 竹北龍山寺路80號6樓,Credit Card
192,159,謝進財,073 50096006,427 新營府中路88號之9,Credit Card
193,160,紀秀雲,0903-011471,843 草屯復興巷88號4樓,Cash on Delivery
194,160,簡金龍,07-8497426,823 基隆縣新生街4段322號3樓,Credit Card
195,161,戴子睿,00-1362842,17362 馬公動物園巷9段87號之9,Credit Card
196,162,趙家豪,01-6758752,46004 台東縣福安巷44號之9,Cash on Delivery
197,163,莊建興,0920046458,59455 豐原龍山寺街9段146號0樓,Apple Pay
198,164,羅佳玲,00-6033760,790 桃園福安巷8段7號之0,Credit Card
199,165,楊志銘,0992-226373,45307 褒忠新店街4段8號之1,Cash on Delivery
200,165,康玉蘭,(06) 91854457,65028 中和水源街7號8樓,Cash on Delivery
201,166,沈淑惠,08-91957858,45080 卑南市新店路6號7樓,Line Pay
202,167,廖文章,(06) 54102576,567 新營市大橋頭路642號5樓,Apple Pay
203,168,洪明宗,(03) 84357609,72008 竹北縣芝山路8段7號之8,Apple Pay
204,169,江仁傑,(08) 25215216,78278 竹北縣動物園巷96號之5,Apple Pay
205,170,陳秋月,01 6915620,51064 八德縣自立路4段63號之0,Apple Pay
206,171,郭文章,(08) 48143334,14569 斗六民治巷168號5樓,Cash on Delivery
207,172,孔麗娟,046 55202620,478 嘉義永和路30號之6,Apple Pay
208,173,吳淑慧,05-83733874,832 蘆洲民生巷7段1號9樓,Cash on Delivery
209,174,杜俊賢,0972-176463,91521 台北市民生街5號9樓,Line Pay
210,174,鄭秀英,04-4969555,355 新竹公園路909號之5,Apple Pay
211,175,蘇淑惠,0919750913,62610 宜蘭縣民族巷7號2樓,Cash on Delivery
212,176,郭美鳳,(05) 70982198,22492 永康民治巷9段141號1樓,Line Pay
213,177,呂雅婷,02-3354921,88506 竹北民生街31號之6,Apple Pay
214,178,施淑華,00-25105166,334 嘉義市頂福州巷2段17號之9,Line Pay
215,178,陳宜蓁,0912-371712,25483 彰化縣雙連路85號之5,Cash on Delivery
216,179,郭玉琴,05-8224423,908 板橋縣大同巷7段8號0樓,Cash on Delivery
217,179,夏心怡,00-43476797,70753 馬公大同巷250號6樓,Line Pay
218,180,葉彥廷,(09) 41498120,542 楊梅龍山寺街3號之9,Line Pay
219,180,江素卿,05-43779746,96972 桃園縣大勇路90號之3,Credit Card
220,181,黃世昌,0936783021,54506 桃園頂福州路5段2號之5,Line Pay
221,181,許彥廷,08 7608973,74792 中和縣中山巷7號8樓,Apple Pay
222,182,李志忠,01 9991735,775 金門文山街6號之4,Cash on Delivery
223,183,柯志宏,04-7194136,292 臺東市自立街8段237號4樓,Line Pay
224,184,許秀琴,(03) 80876548,913 鳳山勝利路4號1樓,Credit Card
225,185,潘秀琴,0955-526335,236 太平市明德街6段803號之6,Credit Card
226,185,吳淑敏,0963047101,34734 新營太平巷8號5樓,Apple Pay
227,186,顧文傑,05-1365011,50745 桃園永安巷3號3樓,Line Pay
228,187,鄭進發,005 38427631,62135 新竹市莒光路7號之8,Apple Pay
229,188,林俊宏,(07) 98403792,475 雲林德巷5號之5,Apple Pay
230,189,王子翔,05-4351303,39222 平鎮市新北投巷9號3樓,Line Pay
231,189,陳美華,0907-482164,523 褒忠劍南路71號之9,Credit Card
232,190,謝俊宇,07-3606970,95920 員林中山巷22號之1,Credit Card
233,191,江哲瑋,01-21293217,703 三重縣新生街79號之8,Credit Card
234,192,王秀梅,(03) 97578036,864 苗栗大坪路9段4號之8,Credit Card
235,193,黃美玉,01-7820217,55712 太保新北投巷2號之5,Cash on Delivery
236,193,王淑美,056 21284338,610 花蓮縣林森路1號之9,Line Pay
237,194,黄柏諺,06-15940937,27021 金門自強街1段578號之1,Apple Pay
238,195,曾春美,079 92268488,91781 卑南市象山街1段6號2樓,Credit Card
239,196,魏俊廷,05-64771530,128 桃園市和街巷433號2樓,Cash on Delivery
240,196,白秀美,095 67136114,899 台北廣慈路5號之3,Credit Card
241,197,邱冠宏,07-3831968,383 永和新生路6段8號0樓,Apple Pay
242,197,簡志忠,01-16221765,16495 阿里山育英路67號8樓,Credit Card
243,198,陳俊佑,00-7159241,88757 汐止石牌巷1段385號之4,Cash on Delivery
244,199,程哲維,04 1758611,46967 頭份和平路3號2樓,Apple Pay
245,200,張承翰,(06) 87163707,149 苗栗市劍南路9段56號之0,Cash on Delivery
246,201,胡雅惠,01-81625695,92206 北竿市民權巷5號3樓,Cash on Delivery
247,202,徐金龍,0962412960,567 屏東自立路151號0樓,Credit Card
248,202,喬信宏,00 3795808,772 臺東市士林路70號之6,Apple Pay
249,203,黃文華,09-2006403,167 三重成功路849號之0,Credit Card
250,204,張淑美,06-3242812,82683 豐原市延平路26號4樓,Line Pay
251,205,許俊銘,01 5823919,350 新竹縣新興路880號5樓,Cash on Delivery
252,206,林建志,0948204589,574 中壢萬隆路3段396號之1,Apple Pay
253,207,姚美鳳,08-80612699,710 朴子光華街28號5樓,Apple Pay
254,208,李麗美,03-63887669,456 板橋景美路3號之6,Line Pay
255,209,顏宗霖,078 19884315,67929 頭份松山路336號之7,Apple Pay
256,209,林宜蓁,059 69592509,63355 新北縣民族路6號5樓,Apple Pay
257,210,郭進發,02-75732588,64964 雲林永安路81號之0,Credit Card
258,211,張淑美,0993398510,88510 竹北西門路5號之8,Credit Card
259,212,劉建宏,09-31521484,557 北港縣新莊巷85號9樓,Cash on Delivery
260,213,陳靜宜,006 57551866,69881 花蓮水源巷671號6樓,Apple Pay
261,214,蘇雅雯,080 26577166,554 橫山市學府巷4段4號之4,Cash on Delivery
262,214,蘇玉英,09 9389239,54186 金門新莊路7號之9,Cash on Delivery
263,215,張哲維,0994019790,88636 汐止市頂福州路590號4樓,Apple Pay
264,216,陳俊良,088 65752303,87239 大里縣頂福州路46號之1,Line Pay
265,217,王冠宏,05-7473538,632 臺東勝利巷620號之7,Credit Card
266,218,林秀雲,006 98967396,16497 花蓮市四維街94號之8,Line Pay
267,218,廖淑惠,0984-694469,132 平鎮廣慈街33號9樓,Apple Pay
268,219,許子翔,081 62017252,61884 關山縣永寧街5段8號之0,Apple Pay
269,219,趙文彬,(08) 81709646,35865 竹田迴龍街8段58號之5,Credit Card
270,220,徐淑玲,09-5051893,69447 金門信義巷48號0樓,Apple Pay
271,221,李世明,(05) 89151015,79188 台北忠義路1號之5,Credit Card
272,222,蘇鈺婷,06-25830885,17271 屏東市四維街23號之5,Apple Pay
273,222,賴品妍,03 3581819,729 彰化縣新生路20號5樓,Line Pay
274,223,曾永昌,02-93728246,143 褒忠市民有巷241號8樓,Apple Pay
275,223,陳秀琴,0918-621573,94136 金門中興路6段584號之7,Cash on Delivery
276,224,陳家宏,(04) 13909424,594 中壢自由路6段86號9樓,Apple Pay
277,225,楊美娟,0975-257362,910 永康縣莒光巷860號之6,Line Pay
278,226,黃國榮,08-3751104,87799 白沙縣中山巷8段67號1樓,Line Pay
279,226,汪淑貞,0936180325,43073 臺東縣大同路842號之4,Cash on Delivery
280,227,張義雄,00 9731992,594 太平市自由街5號之3,Line Pay
281,228,陳淑珍,06-1706336,631 臺東劍潭巷1號2樓,Apple Pay
282,229,蔡嘉宏,03-94479908,423 北竿迴龍巷398號之2,Cash on Delivery
283,230,李淑珍,(01) 67093925,419 新竹永安街8段58號5樓,Apple Pay
284,230,李宇軒,0978-599108,757 南投市蘆洲巷77號6樓,Cash on Delivery
285,231,曾美麗,04-4699160,187 連江市民治巷485號之8,Credit Card
286,232,施秀珍,07-4117121,73629 基隆中和路42號7樓,Line Pay
287,233,林碧珠,02 1962913,221 桃園大智巷602號之3,Cash on Delivery
288,234,葉俊傑,0945945314,66059 卑南縣劍南巷6段697號9樓,Apple Pay
289,235,張秀枝,0982757755,90844 馬公興巷639號之2,Line Pay
290,236,黃文彬,0987-976387,54297 新竹文山巷4段66號4樓,Credit Card
291,237,楊彥廷,035 12087355,45409 平鎮市西門巷532號6樓,Credit Card
292,238,黃建中,060 32828832,51096 台南新生路75號之7,Apple Pay
293,239,邱志強,08-9756261,13052 蘆竹市公園路460號之0,Line Pay
294,240,林素珍,005 51099608,30127 關山市北投路1號5樓,Credit Card
295,241,劉秀蘭,0945113235,48389 臺東新莊路2號9樓,Line Pay
296,242,林俊宇,0913-554047,341 斗六中山路864號8樓,Credit Card
297,242,邵子翔,0921-660598,62153 梅山東湖路44號6樓,Line Pay
298,243,陳淑芬,0988-524291,79416 關山民生巷1號之8,Apple Pay
299,244,紀美珍,0985-007209,56406 卑南市中和巷5號之6,Credit Card
300,244,曾美慧,0907-811445,75074 新北福安巷7段3號4樓,Apple Pay
301,245,王麗華,(06) 33768999,359 斗六景美巷1號之6,Cash on Delivery
302,246,詹玉蘭,(06) 51251391,132 台中學府路9號4樓,Cash on Delivery
303,247,陳美惠,0936-223589,26666 台北市育英巷1段334號7樓,Credit Card
304,248,潘國華,00-98274542,82258 桃園市水源街976號之4,Credit Card
305,249,楊麗娟,0951-214878,43937 竹北石牌路4段499號6樓,Credit Card
306,250,潘雅玲,0920751121,224 北港市公園巷687號4樓,Cash on Delivery
307,251,楊秀美,0932981330,66259 基隆縣興巷9段84號5樓,Apple Pay
308,252,莊美雲,093 99917467,83346 宜蘭文山路3段334號2樓,Apple Pay
309,253,余美玲,07-5248221,347 高雄縣民權巷23號7樓,Apple Pay
310,254,郭哲瑋,07-6691553,91407 三重市動物園巷2號2樓,Cash on Delivery
311,254,陳碧霞,04-33330035,387 橫山縣自強路3段2號7樓,Apple Pay
312,255,徐志豪,0910162111,42834 阿里山動物園路88號0樓,Cash on Delivery
313,256,黃惠珍,02 2297126,45988 竹北縣水源巷5號9樓,Apple Pay
314,257,黃淑芳,(06) 14871599,521 馬公自由巷88號之9,Apple Pay
315,258,許家豪,02-1818077,310 基隆迴龍路3號之8,Apple Pay
316,258,盛秀英,01-72710599,41630 褒忠奇岩巷52號之6,Line Pay
317,259,楊美玲,0955002642,415 台北廣慈巷702號8樓,Line Pay
318,260,李國華,02 1519525,30621 新營市松山巷35號6樓,Apple Pay
319,261,黃淑美,09-25449778,150 台東市中興巷2段995號之3,Line Pay
320,262,吳建良,021 40167656,787 員林市水源街4號之1,Cash on Delivery
321,263,劉淑珍,07 6785136,87941 三重市芝山路777號8樓,Line Pay
322,264,吳慧玲,030 59657979,651 三重中和路1號之7,Credit Card
323,265,徐宜蓁,(02) 35315116,896 頭份正義路56號9樓,Cash on Delivery
324,266,黃雅雯,05-27050925,402 台南縣自由街578號8樓,Cash on Delivery
325,267,林美娟,02-6349845,873 三重縣五福巷721號之6,Credit Card
326,268,林秀珠,0958-574117,918 北港市中正巷7號之6,Line Pay
327,269,李明輝,0964227712,49879 台中國凱八德街6段3號之2,Cash on Delivery
328,270,陳秀美,006 22009045,73514 新北忠義巷12號7樓,Apple Pay
329,271,葉美慧,06-1878281,950 中壢縣育英街2段7號9樓,Cash on Delivery
330,272,郭麗玉,011 82084622,56752 新營民治巷1段644號之3,Apple Pay
331,273,黃淑惠,(08) 50960521,772 新竹市水源街58號1樓,Cash on Delivery
332,274,莊金蓮,02 6825676,694 斗六市四維街2段302號9樓,Apple Pay
333,275,許志忠,0993112523,177 八德縣新興巷1段73號之8,Cash on Delivery
334,276,謝碧珠,00-8109606,38674 三重東湖街5號之2,Apple Pay
335,277,杜義雄,07-32438717,25004 北竿復興巷692號3樓,Apple Pay
336,278,方文雄,0943-562993,61024 中壢中華路25號7樓,Credit Card
337,279,鄭秀琴,00 9253048,93900 台南縣中山巷88號之6,Cash on Delivery
338,279,陳俊宏,02 7128160,620 新竹縣光明路58號1樓,Line Pay
339,280,張美珠,07-5314186,47798 牡丹勝利路884號4樓,Apple Pay
340,281,黄雅雯,0969-093854,49021 永康小碧潭街47號2樓,Line Pay
341,281,陳俊男,02-6627180,542 竹北莒光路5段497號0樓,Cash on Delivery
342,282,梁麗卿,(06) 49536127,22704 基隆市大坪巷60號之4,Credit Card
343,282,蔡麗美,(07) 94408922,27481 太保頂福州街5段69號5樓,Credit Card
344,283,簡麗娟,068 89106954,818 南投縣自強路6號之3,Apple Pay
345,284,陳麗雲,0975-173717,72555 太保新莊街7段6號之0,Apple Pay
346,285,許建宏,015 20153061,34119 鳳山縣平和街87號之5,Cash on Delivery
347,286,邱麗珍,(03) 36023750,66035 員林市民治巷5號之5,Credit Card
348,287,韓文祥,0976-300717,68429 南投淡水路7號6樓,Cash on Delivery
349,288,嚴美惠,02 2830896,784 高雄成功街790號8樓,Line Pay
350,289,陳志偉,00 6435231,245 基隆大仁路835號1樓,Line Pay
351,290,林子恩,09-5300298,43482 樹林劍潭路56號8樓,Cash on Delivery
352,291,孫志明,(07) 97704425,427 楊梅南街2段236號之4,Cash on Delivery
353,291,洪淑卿,(06) 55477377,131 臺東市德巷14號之9,Apple Pay
354,292,李柏睿,08 4974283,85321 樹林縣龍山寺街1號9樓,Cash on Delivery
